run_id,row_index,pair_id,A_type,B_type,response
0,47,2,best,worst,B | 8
0,47,3,worst,best,B | 8
0,47,4,middle,worst,B | 8
0,47,5,worst,middle,B | 8
0,48,0,best,middle,A | 8
0,48,1,middle,best,B | 8
0,48,2,best,worst,A | 8
0,48,3,worst,best,B | 8
0,48,4,middle,worst,A | 2
0,48,5,worst,middle,A | 2
0,49,0,best,middle,B | 8
0,49,1,middle,best,B | 8
0,49,2,best,worst,A | 6
0,49,3,worst,best,B | 8
0,49,4,middle,worst,B | 6
0,49,5,worst,middle,B | 8
0,50,0,best,middle,B | 6
0,50,1,middle,best,B | 8
0,50,2,best,worst,B | 8
0,50,3,worst,best,B | 8
0,50,4,middle,worst,B | 8
0,50,5,worst,middle,B | 8
0,51,0,best,middle,A | 8
0,51,1,middle,best,B | 9
0,51,2,best,worst,A | 9
0,51,3,worst,best,B | 8
0,51,4,middle,worst,B | 8
0,51,5,worst,middle,B | 8
0,52,0,best,middle,B | 6
0,52,1,middle,best,B | 8
0,52,2,best,worst,B | 6
0,52,3,worst,best,B | 8
0,52,4,middle,worst,B | 6
0,52,5,worst,middle,B | 8
0,53,0,best,middle,B | 6
0,53,1,middle,best,B | 8
0,53,2,best,worst,B | 6
0,53,3,worst,best,B | 8
0,53,4,middle,worst,B | 6
0,53,5,worst,middle,B | 8
0,54,0,best,middle,B | 8
0,54,1,middle,best,B | 9
0,54,2,best,worst,A | 6
0,54,3,worst,best,B | 8
0,54,4,middle,worst,B | 8
0,54,5,worst,middle,B | 8
0,55,0,best,middle,A | 1
0,55,1,middle,best,A | 1
0,55,2,best,worst,A | 1
0,55,3,worst,best,A | 1
0,55,4,middle,worst,A | 1
0,55,5,worst,middle,A | 1
0,56,0,best,middle,B | 8
0,56,1,middle,best,B | 8
0,56,2,best,worst,B | 8
0,56,3,worst,best,B | 8
0,56,4,middle,worst,A | 6
0,56,5,worst,middle,B | 8
0,57,0,best,middle,B | 8
0,57,1,middle,best,B | 8
0,57,2,best,worst,B | 8
0,57,3,worst,best,B | 8
0,57,4,middle,worst,B | 8
0,57,5,worst,middle,B | 8
0,58,0,best,middle,B | 3
0,58,1,middle,best,B | 4
0,58,2,best,worst,B | 3
0,58,3,worst,best,A | 2
0,58,4,middle,worst,A | 2
0,58,5,worst,middle,A | 2
0,59,0,best,middle,A | 2
0,59,1,middle,best,B | 3
0,59,2,best,worst,A | 3
0,59,3,worst,best,B | 3
0,59,4,middle,worst,A | 1
0,59,5,worst,middle,B | 1
0,60,0,best,middle,A | 3
0,60,1,middle,best,B | 8
0,60,2,best,worst,A | 3
0,60,3,worst,best,B | 6
0,60,4,middle,worst,A | 2
0,60,5,worst,middle,A | 1
0,61,0,best,middle,B | 8
0,61,1,middle,best,B | 8
0,61,2,best,worst,B | 8
0,61,3,worst,best,B | 8
0,61,4,middle,worst,B | 6
0,61,5,worst,middle,B | 8
0,62,0,best,middle,B | 8
0,62,1,middle,best,B | 8
0,62,2,best,worst,B | 8
0,62,3,worst,best,B | 8
0,62,4,middle,worst,B | 8
0,62,5,worst,middle,B | 8
0,63,0,best,middle,B | 5
0,63,1,middle,best,B | 6
0,63,2,best,worst,B | 6
0,63,3,worst,best,B | 6
0,63,4,middle,worst,A | 3
0,63,5,worst,middle,B | 6
0,64,0,best,middle,A | 8
0,64,1,middle,best,B | 8
0,64,2,best,worst,B | 8
0,64,3,worst,best,B | 8
0,64,4,middle,worst,B | 8
0,64,5,worst,middle,B | 8
0,65,0,best,middle,B | 8
0,65,1,middle,best,B | 9
0,65,2,best,worst,A | 8
0,65,3,worst,best,B | 8
0,65,4,middle,worst,B | 8
0,65,5,worst,middle,B | 8
0,66,0,best,middle,A | 6
0,66,1,middle,best,B | 8
0,66,2,best,worst,A | 8
0,66,3,worst,best,B | 8
0,66,4,middle,worst,B | 6
0,66,5,worst,middle,B | 8
0,67,0,best,middle,A | 8
0,67,1,middle,best,B | 9
0,67,2,best,worst,A | 8
0,67,3,worst,best,B | 9
0,67,4,middle,worst,B | 8
0,67,5,worst,middle,B | 8
0,68,0,best,middle,B | 3
0,68,1,middle,best,A | 2
0,68,2,best,worst,A | 1
0,68,3,worst,best,B | 3
0,68,4,middle,worst,A | 1
0,68,5,worst,middle,A | 1
0,69,0,best,middle,A | 3
0,69,1,middle,best,B | 5
0,69,2,best,worst,A | 3
0,69,3,worst,best,A | 5
0,69,4,middle,worst,B | 6
0,69,5,worst,middle,B | 6
0,70,0,best,middle,B | 8
0,70,1,middle,best,B | 6
0,70,2,best,worst,B | 8
0,70,3,worst,best,B | 8
0,70,4,middle,worst,B | 8
0,70,5,worst,middle,B | 8
0,71,0,best,middle,A | 3
0,71,1,middle,best,B | 6
0,71,2,best,worst,B | 6
0,71,3,worst,best,B | 6
0,71,4,middle,worst,B | 3
0,71,5,worst,middle,A | 2
0,72,0,best,middle,B | 8
0,72,1,middle,best,B | 8
0,72,2,best,worst,B | 8
0,72,3,worst,best,B | 8
0,72,4,middle,worst,B | 8
0,72,5,worst,middle,B | 8
0,73,0,best,middle,A | 8
0,73,1,middle,best,B | 9
0,73,2,best,worst,A | 9
0,73,3,worst,best,B | 9
0,73,4,middle,worst,A | 8
0,73,5,worst,middle,B | 9
0,74,0,best,middle,B | 6
0,74,1,middle,best,B | 8
0,74,2,best,worst,B | 6
0,74,3,worst,best,B | 8
0,74,4,middle,worst,B | 6
0,74,5,worst,middle,B | 8
0,75,0,best,middle,A | 8
0,75,1,middle,best,B | 8
0,75,2,best,worst,B | 8
0,75,3,worst,best,B | 8
0,75,4,middle,worst,B | 8
0,75,5,worst,middle,A | 6
0,76,0,best,middle,B | 3
0,76,1,middle,best,B | 4
0,76,2,best,worst,B | 2
0,76,3,worst,best,B | 3
0,76,4,middle,worst,B | 3
0,76,5,worst,middle,B | 4
0,77,0,best,middle,B | 8
0,77,1,middle,best,B | 8
0,77,2,best,worst,A | 6
0,77,3,worst,best,B | 8
0,77,4,middle,worst,B | 6
0,77,5,worst,middle,B | 8
0,78,0,best,middle,A | 2
0,78,1,middle,best,B | 3
0,78,2,best,worst,A | 2
0,78,3,worst,best,B | 3
0,78,4,middle,worst,B | 3
0,78,5,worst,middle,A | 2
0,79,0,best,middle,A | 1
0,79,1,middle,best,A | 1
0,79,2,best,worst,A | 1
0,79,3,worst,best,A | 1
0,79,4,middle,worst,A | 1
0,79,5,worst,middle,A | 1
0,80,0,best,middle,B | 8
0,80,1,middle,best,B | 8
0,80,2,best,worst,B | 8
0,80,3,worst,best,B | 8
0,80,4,middle,worst,B | 8
0,80,5,worst,middle,B | 9
0,81,0,best,middle,B | 6
0,81,1,middle,best,B | 6
0,81,2,best,worst,A | 3
0,81,3,worst,best,B | 6
0,81,4,middle,worst,B | 4
0,81,5,worst,middle,B | 8
0,82,0,best,middle,A | 8
0,82,1,middle,best,B | 9
0,82,2,best,worst,B | 6
0,82,3,worst,best,B | 9
0,82,4,middle,worst,B | 8
0,82,5,worst,middle,B | 8
0,83,0,best,middle,B | 8
0,83,1,middle,best,B | 8
0,83,2,best,worst,B | 8
0,83,3,worst,best,B | 8
0,83,4,middle,worst,B | 8
0,83,5,worst,middle,B | 8
0,84,0,best,middle,B | 6
0,84,1,middle,best,B | 6
0,84,2,best,worst,A | 3
0,84,3,worst,best,B | 6
0,84,4,middle,worst,B | 3
0,84,5,worst,middle,B | 6
0,85,0,best,middle,B | 8
0,85,1,middle,best,B | 8
0,85,2,best,worst,B | 8
0,85,3,worst,best,B | 8
0,85,4,middle,worst,B | 6
0,85,5,worst,middle,B | 8
0,86,0,best,middle,B | 8
0,86,1,middle,best,B | 8
0,86,2,best,worst,B | 8
0,86,3,worst,best,B | 8
0,86,4,middle,worst,B | 8
0,86,5,worst,middle,B | 9
0,87,0,best,middle,A | 9
0,87,1,middle,best,B | 9
0,87,2,best,worst,A | 9
0,87,3,worst,best,B | 9
0,87,4,middle,worst,A | 9
0,87,5,worst,middle,B | 9
0,88,0,best,middle,B | 6
0,88,1,middle,best,B | 9
0,88,2,best,worst,B | 8
0,88,3,worst,best,B | 9
0,88,4,middle,worst,B | 8
0,88,5,worst,middle,B | 8
0,89,0,best,middle,B | 8
0,89,1,middle,best,B | 8
0,89,2,best,worst,A | 6
0,89,3,worst,best,B | 8
0,89,4,middle,worst,B | 6
0,89,5,worst,middle,B | 8
0,90,0,best,middle,A | 2
0,90,1,middle,best,B | 6
0,90,2,best,worst,A | 2
0,90,3,worst,best,B | 6
0,90,4,middle,worst,B | 6
0,90,5,worst,middle,B | 6
0,91,0,best,middle,A | 8
0,91,1,middle,best,B | 9
0,91,2,best,worst,A | 8
0,91,3,worst,best,B | 9
0,91,4,middle,worst,B | 8
0,91,5,worst,middle,B | 8
0,92,0,best,middle,B | 8
0,92,1,middle,best,B | 9
0,92,2,best,worst,A | 6
0,92,3,worst,best,B | 9
0,92,4,middle,worst,A | 4
0,92,5,worst,middle,B | 8
0,93,0,best,middle,B | 8
0,93,1,middle,best,B | 9
0,93,2,best,worst,A | 8
0,93,3,worst,best,B | 9
0,93,4,middle,worst,A | 8
0,93,5,worst,middle,B | 9
0,94,0,best,middle,A | 8
0,94,1,middle,best,B | 8
0,94,2,best,worst,A | 8
0,94,3,worst,best,B | 8
0,94,4,middle,worst,B | 8
0,94,5,worst,middle,B | 9
0,95,0,best,middle,A | 10
0,95,1,middle,best,B | 10
0,95,2,best,worst,B | 9
0,95,3,worst,best,B | 10
0,95,4,middle,worst,B | 9
0,95,5,worst,middle,A | 9
0,96,0,best,middle,B | 8
0,96,1,middle,best,B | 9
0,96,2,best,worst,B | 8
0,96,3,worst,best,B | 9
0,96,4,middle,worst,B | 9
0,96,5,worst,middle,B | 9
0,97,0,best,middle,B | 6
0,97,1,middle,best,B | 6
0,97,2,best,worst,B | 6
0,97,3,worst,best,B | 8
0,97,4,middle,worst,B | 3
0,97,5,worst,middle,B | 8
0,98,0,best,middle,B | 8
0,98,1,middle,best,B | 8
0,98,2,best,worst,B | 8
0,98,3,worst,best,B | 9
0,98,4,middle,worst,B | 8
0,98,5,worst,middle,B | 9
0,99,0,best,middle,B | 8
0,99,1,middle,best,B | 8
0,99,2,best,worst,B | 8
0,99,3,worst,best,B | 8
0,99,4,middle,worst,B | 8
0,99,5,worst,middle,B | 8
1,0,0,best,middle,B | 8
1,0,1,middle,best,B | 9
1,0,2,best,worst,B | 8
1,0,3,worst,best,B | 9
1,0,4,middle,worst,B | 8
1,0,5,worst,middle,B | 8
1,1,0,best,middle,B | 6
1,1,1,middle,best,B | 6
1,1,2,best,worst,A | 2
1,1,3,worst,best,B | 6
1,1,4,middle,worst,A | 3
1,1,5,worst,middle,B | 6
1,2,0,best,middle,B | 9
1,2,1,middle,best,B | 9
1,2,2,best,worst,B | 9
1,2,3,worst,best,B | 9
1,2,4,middle,worst,B | 9
1,2,5,worst,middle,B | 9
1,3,0,best,middle,B | 8
1,3,1,middle,best,B | 8
1,3,2,best,worst,A | 6
1,3,3,worst,best,B | 9
1,3,4,middle,worst,B | 8
1,3,5,worst,middle,B | 8
1,4,0,best,middle,B | 4
1,4,1,middle,best,B | 6
1,4,2,best,worst,A | 3
1,4,3,worst,best,B | 3
1,4,4,middle,worst,A | 2
1,4,5,worst,middle,A | 2
1,5,0,best,middle,B | 6
1,5,1,middle,best,B | 6
1,5,2,best,worst,B | 6
1,5,3,worst,best,B | 6
1,5,4,middle,worst,A | 3
1,5,5,worst,middle,B | 6
1,6,0,best,middle,A | 6
1,6,1,middle,best,B | 8
1,6,2,best,worst,A | 6
1,6,3,worst,best,B | 6
1,6,4,middle,worst,B | 8
1,6,5,worst,middle,B | 8
1,7,0,best,middle,A | 8
1,7,1,middle,best,B | 9
1,7,2,best,worst,A | 9
1,7,3,worst,best,B | 9
1,7,4,middle,worst,A | 8
1,7,5,worst,middle,B | 9
1,8,0,best,middle,A | 8
1,8,1,middle,best,B | 9
1,8,2,best,worst,A | 8
1,8,3,worst,best,B | 9
1,8,4,middle,worst,A | 8
1,8,5,worst,middle,B | 9
1,9,0,best,middle,B | 6
1,9,1,middle,best,B | 6
1,9,2,best,worst,B | 6
1,9,3,worst,best,B | 8
1,9,4,middle,worst,B | 6
1,9,5,worst,middle,B | 8
1,10,0,best,middle,B | 6
1,10,1,middle,best,B | 9
1,10,2,best,worst,B | 6
1,10,3,worst,best,B | 9
1,10,4,middle,worst,B | 8
1,10,5,worst,middle,B | 8
1,11,0,best,middle,B | 3
1,11,1,middle,best,B | 6
1,11,2,best,worst,A | 3
1,11,3,worst,best,B | 6
1,11,4,middle,worst,A | 3
1,11,5,worst,middle,B | 4
1,12,0,best,middle,B | 8
1,12,1,middle,best,B | 8
1,12,2,best,worst,B | 8
1,12,3,worst,best,B | 8
1,12,4,middle,worst,B | 8
1,12,5,worst,middle,B | 8
1,13,0,best,middle,A | 1
1,13,1,middle,best,A | 1
1,13,2,best,worst,A | 1
1,13,3,worst,best,A | 1
1,13,4,middle,worst,A | 1
1,13,5,worst,middle,B | 2
1,14,0,best,middle,B | 8
1,14,1,middle,best,B | 8
1,14,2,best,worst,B | 6
1,14,3,worst,best,B | 8
1,14,4,middle,worst,B | 6
1,14,5,worst,middle,B | 8
1,15,0,best,middle,A | 6
1,15,1,middle,best,B | 8
1,15,2,best,worst,B | 8
1,15,3,worst,best,B | 8
1,15,4,middle,worst,B | 6
1,15,5,worst,middle,B | 6
1,16,0,best,middle,B | 6
1,16,1,middle,best,B | 6
1,16,2,best,worst,B | 4
1,16,3,worst,best,B | 6
1,16,4,middle,worst,B | 6
1,16,5,worst,middle,B | 6
1,17,0,best,middle,B | 8
1,17,1,middle,best,B | 8
1,17,2,best,worst,B | 8
1,17,3,worst,best,B | 8
1,17,4,middle,worst,B | 8
1,17,5,worst,middle,B | 8
1,18,0,best,middle,A | 4
1,18,1,middle,best,B | 8
1,18,2,best,worst,B | 8
1,18,3,worst,best,B | 8
1,18,4,middle,worst,B | 8
1,18,5,worst,middle,B | 8
1,19,0,best,middle,A | 8
1,19,1,middle,best,B | 9
1,19,2,best,worst,A | 8
1,19,3,worst,best,B | 9
1,19,4,middle,worst,B | 8
1,19,5,worst,middle,B | 8
1,20,0,best,middle,B | 8
1,20,1,middle,best,B | 6
1,20,2,best,worst,B | 6
1,20,3,worst,best,B | 6
1,20,4,middle,worst,B | 6
1,20,5,worst,middle,B | 8
1,21,0,best,middle,A | 9
1,21,1,middle,best,B | 9
1,21,2,best,worst,A | 9
1,21,3,worst,best,B | 9
1,21,4,middle,worst,A | 8
1,21,5,worst,middle,B | 9
1,22,0,best,middle,B | 8
1,22,1,middle,best,B | 8
1,22,2,best,worst,B | 8
1,22,3,worst,best,B | 9
1,22,4,middle,worst,B | 8
1,22,5,worst,middle,B | 8
1,23,0,best,middle,A | 6
1,23,1,middle,best,B | 8
1,23,2,best,worst,B | 6
1,23,3,worst,best,B | 8
1,23,4,middle,worst,B | 6
1,23,5,worst,middle,B | 8
1,24,0,best,middle,A | 3
1,24,1,middle,best,B | 6
1,24,2,best,worst,A | 3
1,24,3,worst,best,B | 6
1,24,4,middle,worst,A | 3
1,24,5,worst,middle,B | 6
1,25,0,best,middle,A | 3
1,25,1,middle,best,B | 3
1,25,2,best,worst,B | 6
1,25,3,worst,best,B | 6
1,25,4,middle,worst,B | 5
1,25,5,worst,middle,B | 5
1,26,0,best,middle,B | 6
1,26,1,middle,best,B | 6
1,26,2,best,worst,B | 6
1,26,3,worst,best,B | 6
1,26,4,middle,worst,B | 3
1,26,5,worst,middle,B | 4
1,27,0,best,middle,A | 4
1,27,1,middle,best,B | 6
1,27,2,best,worst,A | 3
1,27,3,worst,best,B | 6
1,27,4,middle,worst,B | 5
1,27,5,worst,middle,B | 6
1,28,0,best,middle,B | 8
1,28,1,middle,best,B | 9
1,28,2,best,worst,B | 9
1,28,3,worst,best,B | 9
1,28,4,middle,worst,B | 9
1,28,5,worst,middle,B | 8
1,29,0,best,middle,B | 8
1,29,1,middle,best,B | 8
1,29,2,best,worst,B | 8
1,29,3,worst,best,B | 6
1,29,4,middle,worst,B | 6
1,29,5,worst,middle,B | 8
1,30,0,best,middle,A | 9
1,30,1,middle,best,B | 9
1,30,2,best,worst,A | 8
1,30,3,worst,best,B | 9
1,30,4,middle,worst,B | 9
1,30,5,worst,middle,B | 8
1,31,0,best,middle,A | 6
1,31,1,middle,best,B | 8
1,31,2,best,worst,A | 6
1,31,3,worst,best,B | 8
1,31,4,middle,worst,A | 5
1,31,5,worst,middle,B | 8
1,32,0,best,middle,B | 8
1,32,1,middle,best,A | 8
1,32,2,best,worst,B | 6
1,32,3,worst,best,B | 6
1,32,4,middle,worst,A | 8
1,32,5,worst,middle,B | 8
1,33,0,best,middle,A | 4
1,33,1,middle,best,B | 8
1,33,2,best,worst,A | 5
1,33,3,worst,best,B | 8
1,33,4,middle,worst,A | 4
1,33,5,worst,middle,B | 8
1,34,0,best,middle,B | 5
1,34,1,middle,best,B | 6
1,34,2,best,worst,B | 4
1,34,3,worst,best,B | 6
1,34,4,middle,worst,A | 3
1,34,5,worst,middle,B | 6
1,35,0,best,middle,A | 8
1,35,1,middle,best,B | 8
1,35,2,best,worst,A | 8
1,35,3,worst,best,B | 9
1,35,4,middle,worst,A | 8
1,35,5,worst,middle,B | 8
1,36,0,best,middle,B | 3
1,36,1,middle,best,B | 3
1,36,2,best,worst,A | 1
1,36,3,worst,best,B | 3
1,36,4,middle,worst,B | 2
1,36,5,worst,middle,B | 2
1,37,0,best,middle,B | 8
1,37,1,middle,best,B | 8
1,37,2,best,worst,B | 8
1,37,3,worst,best,B | 8
1,37,4,middle,worst,B | 8
1,37,5,worst,middle,B | 8
1,38,0,best,middle,B | 6
1,38,1,middle,best,B | 8
1,38,2,best,worst,B | 8
1,38,3,worst,best,B | 8
1,38,4,middle,worst,B | 6
1,38,5,worst,middle,B | 8
1,39,0,best,middle,B | 6
1,39,1,middle,best,B | 6
1,39,2,best,worst,B | 6
1,39,3,worst,best,B | 6
1,39,4,middle,worst,B | 6
1,39,5,worst,middle,B | 8
1,40,0,best,middle,B | 8
1,40,1,middle,best,B | 6
1,40,2,best,worst,B | 8
1,40,3,worst,best,B | 6
1,40,4,middle,worst,B | 8
1,40,5,worst,middle,B | 8
1,41,0,best,middle,A | 8
1,41,1,middle,best,B | 9
1,41,2,best,worst,A | 8
1,41,3,worst,best,B | 9
1,41,4,middle,worst,B | 8
1,41,5,worst,middle,B | 8
1,42,0,best,middle,B | 8
1,42,1,middle,best,B | 5
